trajectory_id,particle,phase_pre,phase_post,rel_x_pre_um,rel_y_pre_um,rel_z_pre_um,rel_x_post_um,rel_y_post_um,rel_z_post_um,step_len_um,edep_keV
T000001,Li7,BN,binder_void,0,0,0,-0.03171,-0.08242,-0.004585,0.0884404,57.6249
T000001,Li7,binder_void,ZnS,-0.03171,-0.08242,-0.004585,-0.06308,-0.16536,-0.009037,0.0887838,18.3121
T000001,Li7,ZnS,ZnS,-0.06308,-0.16536,-0.009037,-0.62268,-1.64894,0.101348,1.59989,764.063
T000001,Li7,ZnS,ZnS,-0.62268,-1.64894,0.101348,-0.62268,-1.64894,0.101348,0,0
T000002,alpha,BN,binder_void,0,0,0,0.32005,0.832,0.046277,0.892747,331.804
T000002,alpha,binder_void,BN,0.32005,0.832,0.046277,0.39259,1.02133,0.056624,0.203013,31.4578
T000002,alpha,BN,binder_void,0.39259,1.02133,0.056624,0.73947,1.93248,0.101651,0.976205,401.836
T000002,alpha,binder_void,BN,0.73947,1.93248,0.101651,0.76809,2.00208,0.105352,0.0753215,15.8725
T000002,alpha,BN,binder_void,0.76809,2.00208,0.105352,1.07988,2.75968,0.144438,0.82067,360.149
T000002,alpha,binder_void,BN,1.07988,2.75968,0.144438,1.11497,2.86848,0.150101,0.114398,19.3453
T000002,alpha,BN,binder_void,1.11497,2.86848,0.150101,1.25111,3.31618,0.186368,0.469945,169.618
T000002,alpha,binder_void,BN,1.25111,3.31618,0.186368,1.36578,3.81798,0.170987,0.515974,53.8287
T000002,alpha,BN,BN,1.36578,3.81798,0.170987,1.5104,4.46198,0.156081,0.683576,86.088
T000002,alpha,BN,BN,1.5104,4.46198,0.156081,1.5104,4.46198,0.156081,0,0
T000003,Li7,BN,binder_void,0,0,0,-0.14523,0.33382,0.347668,0.503621,319.953
T000003,Li7,binder_void,ZnS,-0.14523,0.33382,0.347668,-0.38279,0.89076,0.916241,0.831114,118.272
T000003,Li7,ZnS,ZnS,-0.38279,0.89076,0.916241,-1.0913,1.81728,1.782831,1.48299,395.93
T000003,Li7,ZnS,ZnS,-1.0913,1.81728,1.782831,-1.10516,1.82618,1.785611,0.277521,5.84549
T000003,Li7,ZnS,ZnS,-1.10516,1.82618,1.785611,-1.10516,1.82618,1.785611,0,0
T000004,alpha,BN,binder_void,0,0,0,0.04524,-0.10399,-0.108306,0.156819,54.4006
T000004,alpha,binder_void,BN,0.04524,-0.10399,-0.108306,0.35819,-0.82235,-0.852354,1.08061,169.05
T000004,alpha,BN,binder_void,0.35819,-0.82235,-0.852354,0.5045,-1.15922,-1.197413,0.503985,206.856
T000004,alpha,binder_void,BN,0.5045,-1.15922,-1.197413,0.63625,-1.4577,-1.504359,0.447976,76.9344
T000004,alpha,BN,binder_void,0.63625,-1.4577,-1.504359,0.91715,-2.08884,-2.156339,0.950192,435.917
T000004,alpha,binder_void,BN,0.91715,-2.08884,-2.156339,0.96465,-2.18755,-2.260979,0.151493,26.0135
T000004,alpha,BN,binder_void,0.96465,-2.18755,-2.260979,1.18064,-2.62919,-2.733249,0.682228,254.579
T000004,alpha,binder_void,BN,1.18064,-2.62919,-2.733249,1.23618,-2.76716,-2.876969,0.206879,33.7454
T000004,alpha,BN,BN,1.23618,-2.76716,-2.876969,1.40524,-3.22561,-3.337819,0.674452,212.505
T000004,alpha,BN,BN,1.40524,-3.22561,-3.337819,1.40524,-3.22561,-3.337819,0,0
T000005,Li7,BN,binder_void,0,0,0,-0.6308,-0.1869,-0.03225,0.65911,394.716
T000005,Li7,binder_void,BN,-0.6308,-0.1869,-0.03225,-0.83496,-0.2369,-0.04358,0.210552,28.7598
T000005,Li7,BN,binder_void,-0.83496,-0.2369,-0.04358,-1.38362,-0.3674,-0.09525,0.567465,239.414
T000005,Li7,binder_void,ZnS,-1.38362,-0.3674,-0.09525,-2.55493,-0.5731,-0.15955,1.19994,92.2955
T000005,Li7,ZnS,ZnS,-2.55493,-0.5731,-0.15955,-2.76529,-0.6392,-0.05607,0.25419,68.9116
T000005,Li7,ZnS,ZnS,-2.76529,-0.6392,-0.05607,-2.72236,-0.7151,0.00715,0.269116,15.9033
T000005,Li7,ZnS,ZnS,-2.72236,-0.7151,0.00715,-2.72236,-0.7151,0.00715,0,0
T000006,alpha,BN,binder_void,0,0,0,0.22801,0.0676,0.01166,0.238096,90.954
T000006,alpha,binder_void,BN,0.22801,0.0676,0.01166,0.34493,0.1026,0.01713,0.122185,15.5875
T000006,alpha,BN,binder_void,0.34493,0.1026,0.01713,1.10555,0.3329,0.05405,0.795662,316.785
T000006,alpha,binder_void,ZnS,1.10555,0.3329,0.05405,2.04667,0.6259,0.09907,0.986819,173.953
T000006,alpha,ZnS,ZnS,2.04667,0.6259,0.09907,5.483214,1.71885,0.2764,3.6607,872.72
T000006,alpha,ZnS,ZnS,5.483214,1.71885,0.2764,5.483214,1.71885,0.2764,0,0
T000007,Li7,BN,binder_void,0,0,0,0.13615,-0.052,-0.5994,0.617127,392.367
T000007,Li7,binder_void,BN,0.13615,-0.052,-0.5994,0.24175,-0.0818,-0.95788,0.374966,60.5368
T000007,Li7,BN,binder_void,0.24175,-0.0818,-0.95788,0.37904,-0.1224,-1.43764,0.501167,254.446
T000007,Li7,binder_void,BN,0.37904,-0.1224,-1.43764,0.52039,-0.1593,-1.88358,0.469685,54.6356
T000007,Li7,BN,binder_void,0.52039,-0.1593,-1.88358,0.57947,-0.1738,-2.09568,0.221062,87.5781
T000007,Li7,binder_void,BN,0.57947,-0.1738,-2.09568,0.72185,-0.2023,-2.68714,0.61148,56.9589
T000007,Li7,BN,binder_void,0.72185,-0.2023,-2.68714,0.85922,-0.25,-3.20086,0.549384,80.875
T000007,Li7,binder_void,binder_void,0.85922,-0.25,-3.20086,1.11904,-0.2156,-3.60651,0.548853,21.2686
T000007,Li7,binder_void,binder_void,1.11904,-0.2156,-3.60651,1.18387,-0.2204,-3.55016,0.435713,4.33349
T000007,Li7,binder_void,binder_void,1.18387,-0.2204,-3.55016,1.18387,-0.2204,-3.55016,0,0
T000008,alpha,BN,binder_void,0,0,0,-0.05611,0.0215,0.24704,0.254235,80.5507
T000008,alpha,binder_void,BN,-0.05611,0.0215,0.24704,-0.14405,0.0567,0.63138,0.395852,47.2144
T000008,alpha,BN,binder_void,-0.14405,0.0567,0.63138,-0.20894,0.0834,0.91303,0.290275,104.325
T000008,alpha,binder_void,BN,-0.20894,0.0834,0.91303,-0.28549,0.1131,1.24085,0.337944,53.4007
T000008,alpha,BN,binder_void,-0.28549,0.1131,1.24085,-0.49802,0.1977,2.12537,0.913739,344.295
T000008,alpha,binder_void,BN,-0.49802,0.1977,2.12537,-0.60163,0.2383,2.56583,0.454313,70.9087
T000008,alpha,BN,binder_void,-0.60163,0.2383,2.56583,-0.62223,0.2462,2.65404,0.0909229,36.253
T000008,alpha,binder_void,BN,-0.62223,0.2462,2.65404,-0.72712,0.2872,3.10851,0.468246,72.5031
T000008,alpha,BN,binder_void,-0.72712,0.2872,3.10851,-0.9266,0.3633,3.95879,0.876916,381.969
T000008,alpha,binder_void,BN,-0.9266,0.3633,3.95879,-0.98561,0.3901,4.21729,0.266516,41.2777
T000008,alpha,BN,binder_void,-0.98561,0.3901,4.21729,-1.16837,0.474,5.029341,0.83726,347.688
T000008,alpha,binder_void,ZnS,-1.16837,0.474,5.029341,-1.24137,0.484,5.410181,0.388206,49.0415
T000008,alpha,ZnS,ZnS,-1.24137,0.484,5.410181,-1.41908,0.3738,6.78701,1.65774,146.573
T000008,alpha,ZnS,ZnS,-1.41908,0.3738,6.78701,-1.41908,0.3738,6.78701,0,0
T000009,Li7,BN,binder_void,0,0,0,0.05772,-0.02634,0.07105,0.0952562,61.4463
T000009,Li7,binder_void,BN,0.05772,-0.02634,0.07105,0.16182,-0.07343,0.1988,0.171398,30.7392
T000009,Li7,BN,binder_void,0.16182,-0.07343,0.1988,0.67775,-0.3125,0.82462,0.846491,458.456
T000009,Li7,binder_void,BN,0.67775,-0.3125,0.82462,1.006528,-0.47777,1.23096,0.548861,60.6439
T000009,Li7,BN,binder_void,1.006528,-0.47777,1.23096,1.375414,-0.67213,1.71612,0.644676,198.494
T000009,Li7,binder_void,BN,1.375414,-0.67213,1.71612,1.380146,-0.67526,1.72177,0.00801716,0.940902
T000009,Li7,BN,BN,1.380146,-0.67526,1.72177,1.50125,-0.68966,1.92365,0.250136,29.2802
T000009,Li7,BN,BN,1.50125,-0.68966,1.92365,1.50125,-0.68966,1.92365,0,0
T000010,alpha,BN,binder_void,0,0,0,-0.14126,0.06446,-0.17388,0.233128,85.0135
T000010,alpha,binder_void,ZnS,-0.14126,0.06446,-0.17388,-0.39252,0.1813,-0.48532,0.416877,58.5102
T000010,alpha,ZnS,ZnS,-0.39252,0.1813,-0.48532,-2.90826,1.38603,-3.62962,4.23077,1326.48
T000010,alpha,ZnS,ZnS,-2.90826,1.38603,-3.62962,-2.90826,1.38603,-3.62962,0,0
T000011,Li7,BN,binder_void,0,0,0,-0.58859,-0.39847,-0.33078,0.784603,466.22
T000011,Li7,binder_void,BN,-0.58859,-0.39847,-0.33078,-1.91349,-1.06518,-0.99878,1.63087,184.591
T000011,Li7,BN,BN,-1.91349,-1.06518,-0.99878,-2.76323,-1.46734,-1.24718,0.997893,189.189
T000011,Li7,BN,BN,-2.76323,-1.46734,-1.24718,-2.76323,-1.46734,-1.24718,0,0
T000012,alpha,BN,binder_void,0,0,0,0.02127,0.01439,0.01195,0.0283226,7.88576
T000012,alpha,binder_void,BN,0.02127,0.01439,0.01195,1.156156,0.78311,0.65002,1.51207,214.048
T000012,alpha,BN,binder_void,1.156156,0.78311,0.65002,1.547196,1.04933,0.87173,0.522484,211.138
T000012,alpha,binder_void,BN,1.547196,1.04933,0.87173,1.735225,1.17558,0.97701,0.249764,38.5361
T000012,alpha,BN,binder_void,1.735225,1.17558,0.97701,2.341483,1.579,1.31731,0.803993,350.555
T000012,alpha,binder_void,BN,2.341483,1.579,1.31731,3.39955,2.26496,1.94556,1.40926,240.531
T000012,alpha,BN,binder_void,3.39955,2.26496,1.94556,3.67328,2.44005,2.11033,0.364528,158.286
T000012,alpha,binder_void,ZnS,3.67328,2.44005,2.11033,3.92439,2.60528,2.26012,0.335988,46.2716
T000012,alpha,ZnS,ZnS,3.92439,2.60528,2.26012,5.22783,3.431625,2.97668,1.90598,202.75
T000012,alpha,ZnS,ZnS,5.22783,3.431625,2.97668,5.22783,3.431625,2.97668,0,0
T000013,Li7,BN,binder_void,0,0,0,-0.02809,0.05422,0.0449,0.0757986,49.1267
T000013,Li7,binder_void,BN,-0.02809,0.05422,0.0449,-0.16048,0.31368,0.26184,0.363214,64.3702
T000013,Li7,BN,binder_void,-0.16048,0.31368,0.26184,-0.453468,0.87566,0.73402,0.790882,500.12
T000013,Li7,binder_void,BN,-0.453468,0.87566,0.73402,-0.488544,0.9468,0.78891,0.0964685,14.3225
T000013,Li7,BN,binder_void,-0.488544,0.9468,0.78891,-0.858352,1.65141,1.33248,0.968484,320.084
T000013,Li7,binder_void,ZnS,-0.858352,1.65141,1.33248,-0.895278,1.78265,1.44075,0.175177,10.9314
T000013,Li7,ZnS,ZnS,-0.895278,1.78265,1.44075,-0.87107,1.87642,1.57052,0.17223,39.9933
T000013,Li7,ZnS,ZnS,-0.87107,1.87642,1.57052,-0.862196,1.77593,1.64611,0.197814,9.98188
T000013,Li7,ZnS,ZnS,-0.862196,1.77593,1.64611,-0.863015,1.77327,1.65583,0.202872,4.07018
T000013,Li7,ZnS,ZnS,-0.863015,1.77327,1.65583,-0.863015,1.77327,1.65583,0,0
T000014,alpha,BN,binder_void,0,0,0,0.24942,-0.4814,-0.39864,0.673004,239.111
T000014,alpha,binder_void,BN,0.24942,-0.4814,-0.39864,0.2774,-0.53526,-0.44306,0.0752169,7.19674
T000014,alpha,BN,binder_void,0.2774,-0.53526,-0.44306,0.44257,-0.8529,-0.70576,0.444078,177.691
T000014,alpha,binder_void,BN,0.44257,-0.8529,-0.70576,0.58177,-1.12508,-0.9277,0.377786,57.8331
T000014,alpha,BN,binder_void,0.58177,-1.12508,-0.9277,0.85943,-1.66905,-1.365164,0.751349,304.745
T000014,alpha,binder_void,ZnS,0.85943,-1.66905,-1.365164,1.14681,-2.211342,-1.816643,0.761962,125.8
T000014,alpha,ZnS,ZnS,1.14681,-2.211342,-1.816643,2.57047,-4.89127,-4.12005,3.87527,863.624
T000014,alpha,ZnS,ZnS,2.57047,-4.89127,-4.12005,2.57047,-4.89127,-4.12005,0,0
T000015,Li7,BN,binder_void,0,0,0,0.04974,0.05867,-0.04554,0.0893936,60.3945
T000015,Li7,binder_void,BN,0.04974,0.05867,-0.04554,0.16742,0.19349,-0.14972,0.207087,31.893
T000015,Li7,BN,binder_void,0.16742,0.19349,-0.14972,0.4266,0.49085,-0.3789,0.456442,270.612
T000015,Li7,binder_void,BN,0.4266,0.49085,-0.3789,0.5418,0.64783,-0.47932,0.219123,28.4877
T000015,Li7,BN,binder_void,0.5418,0.64783,-0.47932,0.78493,0.97311,-0.68504,0.455855,208.338
T000015,Li7,binder_void,ZnS,0.78493,0.97311,-0.68504,1.48809,1.77413,-1.269312,1.22064,119.014
T000015,Li7,ZnS,ZnS,1.48809,1.77413,-1.269312,1.62992,2.2786,-1.488072,0.600816,98.2251
T000015,Li7,ZnS,ZnS,1.62992,2.2786,-1.488072,1.67224,2.41804,-1.80551,0.466129,23.036
T000015,Li7,ZnS,ZnS,1.67224,2.41804,-1.80551,1.67224,2.41804,-1.80551,0,0
T000016,alpha,BN,binder_void,0,0,0,-0.317543,-0.3745,0.29075,0.570678,235.794
T000016,alpha,binder_void,BN,-0.317543,-0.3745,0.29075,-0.463538,-0.54266,0.42316,0.259084,42.5414
T000016,alpha,BN,binder_void,-0.463538,-0.54266,0.42316,-0.924047,-1.07238,0.8404,0.816698,360.911
T000016,alpha,binder_void,BN,-0.924047,-1.07238,0.8404,-1.377367,-1.60091,1.27304,0.819858,147.929
T000016,alpha,BN,binder_void,-1.377367,-1.60091,1.27304,-1.730509,-2.01823,1.61477,0.644953,310.738
T000016,alpha,binder_void,BN,-1.730509,-2.01823,1.61477,-1.812355,-2.11554,1.69235,0.148963,26.5045
T000016,alpha,BN,binder_void,-1.812355,-2.11554,1.69235,-2.127551,-2.487099,1.99467,0.57414,199.359
T000016,alpha,binder_void,BN,-2.127551,-2.487099,1.99467,-2.37599,-2.743604,2.19539,0.410229,53.0355
T000016,alpha,BN,BN,-2.37599,-2.743604,2.19539,-2.71821,-3.1118989,2.45563,0.577123,93.187
T000016,alpha,BN,BN,-2.71821,-3.1118989,2.45563,-2.71821,-3.1118989,2.45563,0,0
T000017,Li7,BN,binder_void,0,0,0,0.0069,-0.21619,-0.1875,0.286324,192.229
T000017,Li7,binder_void,BN,0.0069,-0.21619,-0.1875,0.0244,-1.20694,-1.01341,1.29084,195.793
T000017,Li7,BN,binder_void,0.0244,-1.20694,-1.01341,0.0394,-1.62424,-1.3294,0.524483,260.235
T000017,Li7,binder_void,BN,0.0394,-1.62424,-1.3294,0.0465,-1.65893,-1.3487,0.0403459,4.10336
T000017,Li7,BN,binder_void,0.0465,-1.65893,-1.3487,0.074,-1.78861,-1.42129,0.151456,48.0957
T000017,Li7,binder_void,BN,0.074,-1.78861,-1.42129,0.185,-2.38486,-1.69696,0.670217,52.6598
T000017,Li7,BN,BN,0.185,-2.38486,-1.69696,0.2717,-2.71869,-1.83278,0.380713,86.8835
T000017,Li7,BN,BN,0.2717,-2.71869,-1.83278,0.2717,-2.71869,-1.83278,0,0
T000018,alpha,BN,binder_void,0,0,0,-0.0044,0.13645,0.11834,0.180679,71.1398
T000018,alpha,binder_void,BN,-0.0044,0.13645,0.11834,-0.0558,1.68889,1.471344,2.06016,315.017
T000018,alpha,BN,binder_void,-0.0558,1.68889,1.471344,-0.0747,2.42133,2.105317,0.969134,431.37
T000018,alpha,binder_void,BN,-0.0747,2.42133,2.105317,-0.0806,3.25725,2.834668,1.10966,197.189
T000018,alpha,BN,binder_void,-0.0806,3.25725,2.834668,-0.0899,3.56733,3.110658,0.415429,186.109
T000018,alpha,binder_void,BN,-0.0899,3.56733,3.110658,-0.0978,3.82738,3.35171,0.354813,48.9193
T000018,alpha,BN,BN,-0.0978,3.82738,3.35171,-0.1059,4.370299,3.84526,0.736955,220.256
T000018,alpha,BN,BN,-0.1059,4.370299,3.84526,-0.1059,4.370299,3.84526,0,0
T000019,Li7,BN,binder_void,0,0,0,-0.157,-0.0993,-0.01985,0.186852,121.432
T000019,Li7,binder_void,BN,-0.157,-0.0993,-0.01985,-0.9226,-0.59923,-0.11557,0.919713,149.763
T000019,Li7,BN,binder_void,-0.9226,-0.59923,-0.11557,-1.5815,-1.13278,-0.28121,0.86552,461.156
T000019,Li7,binder_void,BN,-1.5815,-1.13278,-0.28121,-1.7007,-1.20268,-0.31419,0.142388,8.65705
T000019,Li7,BN,BN,-1.7007,-1.20268,-0.31419,-2.3355,-1.54212,-0.48568,0.789626,111.216
T000019,Li7,BN,BN,-2.3355,-1.54212,-0.48568,-2.3355,-1.54212,-0.48568,0,0
T000020,alpha,BN,binder_void,0,0,0,0.2327,0.14715,0.02941,0.276842,99.7115
T000020,alpha,binder_void,BN,0.2327,0.14715,0.02941,0.6895,0.43588,0.08195,0.542993,78.4208
T000020,alpha,BN,binder_void,0.6895,0.43588,0.08195,1.2478,0.78503,0.14634,0.661689,251.593
T000020,alpha,binder_void,BN,1.2478,0.78503,0.14634,1.838,1.15362,0.21537,0.699318,109.043
T000020,alpha,BN,binder_void,1.838,1.15362,0.21537,2.4031,1.49747,0.28561,0.665344,290.707
T000020,alpha,binder_void,BN,2.4031,1.49747,0.28561,2.6117,1.62396,0.30845,0.245099,44.7745
T000020,alpha,BN,binder_void,2.6117,1.62396,0.30845,3.2141,2.00465,0.37476,0.716073,307.839
T000020,alpha,binder_void,BN,3.2141,2.00465,0.37476,3.444,2.16991,0.40032,0.284346,44.274
T000020,alpha,BN,binder_void,3.444,2.16991,0.40032,3.8396,2.46467,0.44818,0.496718,140.55
T000020,alpha,binder_void,BN,3.8396,2.46467,0.44818,4.2388,2.72407,0.46678,0.477995,31.7689
T000020,alpha,BN,BN,4.2388,2.72407,0.46678,4.7243,3.06242,0.4846,0.619064,71.3189
T000020,alpha,BN,BN,4.7243,3.06242,0.4846,4.7243,3.06242,0.4846,0,0
T000021,Li7,BN,binder_void,0,0,0,-0.0477,-0.1041,-0.14373,0.183804,114.418
T000021,Li7,binder_void,BN,-0.0477,-0.1041,-0.14373,-0.0885,-0.1889,-0.26061,0.150056,27.9985
T000021,Li7,BN,binder_void,-0.0885,-0.1889,-0.26061,-0.2765,-0.5789,-0.79241,0.686418,375.461
T000021,Li7,binder_void,BN,-0.2765,-0.5789,-0.79241,-0.442,-0.9655,-1.30865,0.666696,82.818
T000021,Li7,BN,binder_void,-0.442,-0.9655,-1.30865,-0.5928,-1.3089,-1.8413,0.656127,234.07
T000021,Li7,binder_void,binder_void,-0.5928,-1.3089,-1.8413,-0.5503,-1.3333,-1.90434,0.0999794,5.83009
T000021,Li7,binder_void,binder_void,-0.5503,-1.3333,-1.90434,-0.5503,-1.3333,-1.90434,0,0
T000022,alpha,BN,binder_void,0,0,0,0.2029,0.4427,0.61118,0.781552,287.073
T000022,alpha,binder_void,ZnS,0.2029,0.4427,0.61118,0.4448,0.9528,1.3182,0.904848,138.288
T000022,alpha,ZnS,ZnS,0.4448,0.9528,1.3182,1.5927,3.38081,4.69685,4.37535,1044.64
T000022,alpha,ZnS,ZnS,1.5927,3.38081,4.69685,1.5927,3.38081,4.69685,0,0
T000023,Li7,BN,binder_void,0,0,0,-0.3877,0.5565,0.13583,0.692213,411.593
T000023,Li7,binder_void,BN,-0.3877,0.5565,0.13583,-0.662,0.8947,0.21471,0.442707,63.0121
T000023,Li7,BN,binder_void,-0.662,0.8947,0.21471,-0.8314,1.1328,0.25996,0.296069,133.442
T000023,Li7,binder_void,ZnS,-0.8314,1.1328,0.25996,-1.664,2.29404,0.56584,1.46962,132.585
T000023,Li7,ZnS,ZnS,-1.664,2.29404,0.56584,-1.9018,2.53198,0.77613,0.418822,59.5633
T000023,Li7,ZnS,ZnS,-1.9018,2.53198,0.77613,-1.9287,2.53448,1.10092,0.395915,39.8039
T000023,Li7,ZnS,ZnS,-1.9287,2.53448,1.10092,-1.9287,2.53448,1.10092,0,0
T000024,alpha,BN,binder_void,0,0,0,0.1164,-0.167,-0.04077,0.207617,68.6137
T000024,alpha,binder_void,ZnS,0.1164,-0.167,-0.04077,0.6284,-0.9039,-0.21628,0.914327,126.838
T000024,alpha,ZnS,binder_void,0.6284,-0.9039,-0.21628,1.7306,-2.4903,-0.58738,1.97196,677.738
T000024,alpha,binder_void,BN,1.7306,-2.4903,-0.58738,1.9666,-2.8758,-0.67954,0.461392,72.7772
T000024,alpha,BN,binder_void,1.9666,-2.8758,-0.67954,2.3029,-3.4222,-0.80309,0.653863,275.792
T000024,alpha,binder_void,ZnS,2.3029,-3.4222,-0.80309,2.637,-3.8887,-0.91327,0.584689,93.7533
T000024,alpha,ZnS,ZnS,2.637,-3.8887,-0.91327,3.469,-5.0291,-1.20205,1.6955,154.488
T000024,alpha,ZnS,ZnS,3.469,-5.0291,-1.20205,3.469,-5.0291,-1.20205,0,0
T000025,Li7,BN,binder_void,0,0,0,0.0654,-0.08113,0.00301,0.104255,66.4031
T000025,Li7,binder_void,BN,0.0654,-0.08113,0.00301,0.4612,-0.57532,0.02121,0.633541,109.337
T000025,Li7,BN,binder_void,0.4612,-0.57532,0.02121,1.0378,-1.27765,0.04008,0.91027,489.692
T000025,Li7,binder_void,BN,1.0378,-1.27765,0.04008,1.1836,-1.43596,0.05026,0.215721,18.3014
T000025,Li7,BN,binder_void,1.1836,-1.43596,0.05026,1.6107,-1.80895,0.08146,0.575961,94.9332
T000025,Li7,binder_void,BN,1.6107,-1.80895,0.08146,2.248,-2.18185,0.08177,0.764684,40.2031
T000025,Li7,BN,BN,2.248,-2.18185,0.08177,2.3394,-2.19036,0.07656,0.100282,15.7268
T000025,Li7,BN,binder_void,2.3394,-2.19036,0.07656,2.3438,-2.19086,0.07475,0.00499847,0.804666
T000025,Li7,binder_void,binder_void,2.3438,-2.19086,0.07475,2.33,-2.1192,0.06389,0.0844733,4.16503
T000025,Li7,binder_void,binder_void,2.33,-2.1192,0.06389,2.33,-2.10521,0.00629,0.0899562,0.433154
T000025,Li7,binder_void,binder_void,2.33,-2.10521,0.00629,2.33,-2.10521,0.00629,0,0
T000026,alpha,BN,binder_void,0,0,0,-0.1394,0.17294,-0.0064,0.222224,76.6479
T000026,alpha,binder_void,BN,-0.1394,0.17294,-0.0064,-1.0298,1.2794,-0.05636,1.42126,206.857
T000026,alpha,BN,binder_void,-1.0298,1.2794,-0.05636,-1.5941,1.97041,-0.08899,0.892893,371.318
T000026,alpha,binder_void,BN,-1.5941,1.97041,-0.08899,-2.7849,3.3829,-0.1706,1.84979,299.807
T000026,alpha,BN,binder_void,-2.7849,3.3829,-0.1706,-3.1968,3.85987,-0.18688,0.630803,318.455
T000026,alpha,binder_void,BN,-3.1968,3.85987,-0.18688,-4.3123,5.16096,-0.22584,1.72173,181.112
T000026,alpha,BN,BN,-4.3123,5.16096,-0.22584,-4.4035,5.28366,-0.20898,0.162207,15.8034
T000026,alpha,BN,BN,-4.4035,5.28366,-0.20898,-4.4035,5.28366,-0.20898,0,0
T000027,Li7,BN,binder_void,0,0,0,-0.0144,-0.00232,-0.02167,0.026114,16.7877
T000027,Li7,binder_void,BN,-0.0144,-0.00232,-0.02167,-0.1504,-0.02514,-0.22726,0.247614,46.5756
T000027,Li7,BN,binder_void,-0.1504,-0.02514,-0.22726,-0.4679,-0.07431,-0.7116,0.581549,355.657
T000027,Li7,binder_void,BN,-0.4679,-0.07431,-0.7116,-0.6262,-0.09254,-0.96193,0.296882,40.8966
T000027,Li7,BN,binder_void,-0.6262,-0.09254,-0.96193,-1.0141,-0.12001,-1.60632,0.755267,271.275
T000027,Li7,binder_void,BN,-1.0141,-0.12001,-1.60632,-1.1293,-0.15997,-1.78051,0.213249,18.4403
T000027,Li7,BN,binder_void,-1.1293,-0.15997,-1.78051,-1.4358,-0.22303,-2.229274,0.571004,47.4911
T000027,Li7,binder_void,ZnS,-1.4358,-0.22303,-2.229274,-1.4625,-0.31055,-2.390748,0.188353,8.69949
T000027,Li7,ZnS,ZnS,-1.4625,-0.31055,-2.390748,-1.4831,-0.40579,-2.462574,0.133568,25.9743
T000027,Li7,ZnS,ZnS,-1.4831,-0.40579,-2.462574,-1.4115,-0.44261,-2.494459,0.116066,8.20313
T000027,Li7,ZnS,ZnS,-1.4115,-0.44261,-2.494459,-1.4115,-0.44261,-2.494459,0,0
T000028,alpha,BN,binder_void,0,0,0,0.4887,0.07893,0.73614,0.887214,332.879
T000028,alpha,binder_void,BN,0.4887,0.07893,0.73614,0.6311,0.10403,0.95016,0.258301,41.1839
T000028,alpha,BN,binder_void,0.6311,0.10403,0.95016,1.178,0.20672,1.76293,0.985208,428.785
T000028,alpha,binder_void,BN,1.178,0.20672,1.76293,1.281,0.22204,1.91047,0.180619,30.4988
T000028,alpha,BN,binder_void,1.281,0.22204,1.91047,1.6207,0.27486,2.39654,0.595568,267.961
T000028,alpha,binder_void,BN,1.6207,0.27486,2.39654,1.9763,0.34164,2.91079,0.62905,113.388
T000028,alpha,BN,binder_void,1.9763,0.34164,2.91079,2.285,0.40487,3.33026,0.525747,131.78
T000028,alpha,binder_void,BN,2.285,0.40487,3.33026,2.6257,0.42411,3.92413,0.687358,53.787
T000028,alpha,BN,BN,2.6257,0.42411,3.92413,2.8865,0.44912,4.44643,0.611805,69.7379
T000028,alpha,BN,BN,2.8865,0.44912,4.44643,2.8865,0.44912,4.44643,0,0
T000029,Li7,BN,binder_void,0,0,0,-0.0403,-0.2525,-0.4749,0.539625,324.014
T000029,Li7,binder_void,ZnS,-0.0403,-0.2525,-0.4749,-0.0739,-0.48164,-0.92058,0.50245,79.4355
T000029,Li7,ZnS,binder_void,-0.0739,-0.48164,-0.92058,-0.1534,-1.11121,-2.07825,1.36463,402.655
T000029,Li7,binder_void,binder_void,-0.1534,-1.11121,-2.07825,0.0381,-1.6318,-2.19214,0.617328,33.8954
T000029,Li7,binder_void,binder_void,0.0381,-1.6318,-2.19214,0.0381,-1.6318,-2.19214,0,0
T000030,alpha,BN,binder_void,0,0,0,0.0229,0.14336,0.26964,0.306251,115.295
T000030,alpha,binder_void,BN,0.0229,0.14336,0.26964,0.0583,0.36823,0.69211,0.479913,75.1349
T000030,alpha,BN,binder_void,0.0583,0.36823,0.69211,0.0842,0.52659,0.98956,0.337992,132.378
T000030,alpha,binder_void,BN,0.0842,0.52659,0.98956,0.2944,1.80847,3.369611,2.71206,456.004
T000030,alpha,BN,binder_void,0.2944,1.80847,3.369611,0.3534,2.20777,4.0915238,0.827499,370.653
T000030,alpha,binder_void,BN,0.3534,2.20777,4.0915238,0.3569,2.24199,4.145967,0.064405,12.4265
T000030,alpha,BN,BN,0.3569,2.24199,4.145967,0.4115,2.77327,4.98793,1.00037,308.109
T000030,alpha,BN,BN,0.4115,2.77327,4.98793,0.4115,2.77327,4.98793,0,0
T000031,Li7,BN,binder_void,0,0,0,0.6534,-0.07082,-0.36533,0.752518,450.228
T000031,Li7,binder_void,BN,0.6534,-0.07082,-0.36533,0.7105,-0.07899,-0.3912,0.0632387,8.52232
T000031,Li7,BN,binder_void,0.7105,-0.07899,-0.3912,1.5576,-0.19779,-0.77512,0.942109,346.877
T000031,Li7,binder_void,BN,1.5576,-0.19779,-0.77512,1.5832,-0.20523,-0.77759,0.0268792,1.0955
