trajectory_id,particle,phase_pre,phase_post,rel_x_pre_um,rel_y_pre_um,rel_z_pre_um,rel_x_post_um,rel_y_post_um,rel_z_post_um,step_len_um,edep_keV
T001058,alpha,binder_void,BN,-0.77212,-1.4383,1.93637,-0.80848,-1.5052,2.02435,0.116336,18.1841
T001058,alpha,BN,binder_void,-0.80848,-1.5052,2.02435,-1.03301,-1.9252,2.564523,0.720352,309.411
T001058,alpha,binder_void,BN,-1.03301,-1.9252,2.564523,-1.05466,-1.9643,2.61524,0.0676093,11.8547
T001058,alpha,BN,binder_void,-1.05466,-1.9643,2.61524,-1.34689,-2.4922,3.2952037,0.909764,382.876
T001058,alpha,binder_void,ZnS,-1.34689,-2.4922,3.2952037,-1.60681,-2.8985,3.833188,0.723484,88.5859
T001058,alpha,ZnS,ZnS,-1.60681,-2.8985,3.833188,-1.98244,-3.6217,4.338681,1.00358,105.293
T001058,alpha,ZnS,ZnS,-1.98244,-3.6217,4.338681,-2.13398,-3.6581,4.275271,0.675752,18.2798
T001058,alpha,ZnS,ZnS,-2.13398,-3.6581,4.275271,-2.13398,-3.6581,4.275271,0,0
T001059,Li7,BN,binder_void,0,0,0,-0.37072,0.0691,0.16226,0.410683,257.737
T001059,Li7,binder_void,BN,-0.37072,0.0691,0.16226,-0.85095,0.1341,0.35731,0.522563,81.6798
T001059,Li7,BN,binder_void,-0.85095,0.1341,0.35731,-1.64571,0.246,0.68898,0.870584,396.599
T001059,Li7,binder_void,BN,-1.64571,0.246,0.68898,-1.73973,0.2525,0.72213,0.100054,7.50383
T001059,Li7,BN,BN,-1.73973,0.2525,0.72213,-2.43089,0.3283,0.96941,0.792854,96.4801
T001059,Li7,BN,BN,-2.43089,0.3283,0.96941,-2.43089,0.3283,0.96941,0,0
T001060,alpha,BN,binder_void,0,0,0,0.27669,-0.0516,-0.1211,0.306415,114.247
T001060,alpha,binder_void,BN,0.27669,-0.0516,-0.1211,1.32412,-0.2381,-0.58074,1.15902,176.586
T001060,alpha,BN,binder_void,1.32412,-0.2381,-0.58074,1.82829,-0.3303,-0.79811,0.556771,236.097
T001060,alpha,binder_void,ZnS,1.82829,-0.3303,-0.79811,2.04104,-0.3703,-0.89184,0.235906,39.9598
T001060,alpha,ZnS,binder_void,2.04104,-0.3703,-0.89184,2.59622,-0.4736,-1.1377,0.616738,239.688
T001060,alpha,binder_void,BN,2.59622,-0.4736,-1.1377,3.71196,-0.7134,-1.61525,1.23743,215.063
T001060,alpha,BN,binder_void,3.71196,-0.7134,-1.61525,4.25762,-0.8235,-1.84252,0.601744,253.287
T001060,alpha,binder_void,BN,4.25762,-0.8235,-1.84252,4.41569,-0.8734,-1.90246,0.176335,28.6113
T001060,alpha,BN,binder_void,4.41569,-0.8734,-1.90246,4.73702,-0.969,-2.02376,0.357602,118.371
T001060,alpha,binder_void,BN,4.73702,-0.969,-2.02376,4.97937,-1.0788,-2.14138,0.29341,19.0135
T001060,alpha,BN,BN,4.97937,-1.0788,-2.14138,5.26102,-1.2032,-2.27454,0.386521,29.0753
T001060,alpha,BN,BN,5.26102,-1.2032,-2.27454,5.26102,-1.2032,-2.27454,0,0
T001061,Li7,BN,binder_void,0,0,0,-0.11155,0.2173,-0.18144,0.304322,205.438
T001061,Li7,binder_void,BN,-0.11155,0.2173,-0.18144,-0.18469,0.3432,-0.28944,0.181316,27.3528
T001061,Li7,BN,binder_void,-0.18469,0.3432,-0.28944,-0.56898,0.994,-0.85273,0.944407,471.183
T001061,Li7,binder_void,BN,-0.56898,0.994,-0.85273,-0.86832,1.5636,-1.39718,0.84993,68.3111
T001061,Li7,BN,BN,-0.86832,1.5636,-1.39718,-1.00065,1.796,-1.7554,0.474548,67.7147
T001061,Li7,BN,BN,-1.00065,1.796,-1.7554,-1.00065,1.796,-1.7554,0,0
T001062,alpha,BN,binder_void,0,0,0,0.07924,-0.1543,0.12889,0.216123,76.9022
T001062,alpha,binder_void,BN,0.07924,-0.1543,0.12889,0.15605,-0.3018,0.25214,0.207013,29.6346
T001062,alpha,BN,binder_void,0.15605,-0.3018,0.25214,0.20158,-0.3886,0.32513,0.122165,42.3011
T001062,alpha,binder_void,BN,0.20158,-0.3886,0.32513,0.38456,-0.7373,0.61698,0.490188,81.3177
T001062,alpha,BN,binder_void,0.38456,-0.7373,0.61698,0.7018,-1.34579,1.12413,0.853436,359.217
T001062,alpha,binder_void,BN,0.7018,-1.34579,1.12413,1.1971,-2.33945,1.96921,1.39553,245.035
T001062,alpha,BN,binder_void,1.1971,-2.33945,1.96921,1.32435,-2.58971,2.18106,0.351791,155.574
T001062,alpha,binder_void,BN,1.32435,-2.58971,2.18106,1.66438,-3.32912,2.77364,1.00712,161.305
T001062,alpha,BN,binder_void,1.66438,-3.32912,2.77364,1.79808,-3.64228,3.01078,0.415366,169.837
T001062,alpha,binder_void,BN,1.79808,-3.64228,3.01078,2.10613,-4.43347,3.51658,0.992008,121.3
T001062,alpha,BN,BN,2.10613,-4.43347,3.51658,2.15904,-4.56487,3.60862,0.176895,27.5762
T001062,alpha,BN,BN,2.15904,-4.56487,3.60862,2.15904,-4.56487,3.60862,0,0
T001063,Li7,BN,binder_void,0,0,0,-0.37106,-0.4688,-0.3086,0.673261,400.94
T001063,Li7,binder_void,BN,-0.37106,-0.4688,-0.3086,-0.47372,-0.6413,-0.41572,0.22763,33.6839
T001063,Li7,BN,binder_void,-0.47372,-0.6413,-0.41572,-0.78897,-1.17817,-0.74822,0.707776,323.6
T001063,Li7,binder_void,BN,-0.78897,-1.17817,-0.74822,-0.86155,-1.31141,-0.79825,0.160356,9.97086
T001063,Li7,BN,BN,-0.86155,-1.31141,-0.79825,-1.15509,-1.80001,-1.02682,0.68278,71.805
T001063,Li7,BN,BN,-1.15509,-1.80001,-1.02682,-1.15509,-1.80001,-1.02682,0,0
T001064,alpha,BN,binder_void,0,0,0,0.05389,0.0681,0.04483,0.0977261,34.3857
T001064,alpha,binder_void,BN,0.05389,0.0681,0.04483,0.15482,0.1948,0.12476,0.18066,24.5404
T001064,alpha,BN,binder_void,0.15482,0.1948,0.12476,0.61938,0.7791,0.49411,0.832904,317.543
T001064,alpha,binder_void,BN,0.61938,0.7791,0.49411,1.0845,1.3611,0.87467,0.836659,133.839
T001064,alpha,BN,binder_void,1.0845,1.3611,0.87467,1.46095,1.8422,1.18455,0.685106,299.274
T001064,alpha,binder_void,BN,1.46095,1.8422,1.18455,1.52684,1.9113,1.25367,0.117917,16.9173
T001064,alpha,BN,binder_void,1.52684,1.9113,1.25367,2.0035,2.3916,1.73784,0.832538,401.493
T001064,alpha,binder_void,BN,2.0035,2.3916,1.73784,2.12181,2.5119,1.8471,0.201028,30.4742
T001064,alpha,BN,binder_void,2.12181,2.5119,1.8471,2.55495,2.973,2.24398,0.75047,144.427
T001064,alpha,binder_void,BN,2.55495,2.973,2.24398,2.68661,3.1659,2.38464,0.273816,16.7221
T001064,alpha,BN,binder_void,2.68661,3.1659,2.38464,2.89709,3.4952,2.63528,0.493577,15.1876
T001064,alpha,binder_void,BN,2.89709,3.4952,2.63528,3.01057,3.9184,2.9491,0.557022,20.5636
T001064,alpha,BN,BN,3.01057,3.9184,2.9491,2.96045,4.0238,3.03952,0.156511,15.4004
T001064,alpha,BN,BN,2.96045,4.0238,3.03952,2.96045,4.0238,3.03952,0,0
T001065,Li7,BN,binder_void,0,0,0,-0.05,-0.1867,-0.29342,0.351424,241.606
T001065,Li7,binder_void,BN,-0.05,-0.1867,-0.29342,-0.0532,-0.1996,-0.31295,0.023658,3.83364
T001065,Li7,BN,binder_void,-0.0532,-0.1996,-0.31295,-0.1754,-0.689,-1.05275,0.896415,479.003
T001065,Li7,binder_void,BN,-0.1754,-0.689,-1.05275,-0.2312,-0.8692,-1.30848,0.317945,34.3776
T001065,Li7,BN,binder_void,-0.2312,-0.8692,-1.30848,-0.3579,-1.2514,-1.84522,0.675512,217.314
T001065,Li7,binder_void,BN,-0.3579,-1.2514,-1.84522,-0.3614,-1.2844,-1.91696,0.0796669,4.13029
T001065,Li7,BN,BN,-0.3614,-1.2844,-1.91696,-0.3822,-1.4631,-2.09101,0.263747,34.9815
T001065,Li7,BN,BN,-0.3822,-1.4631,-2.09101,-0.3822,-1.4631,-2.09101,0,0
T001066,alpha,BN,binder_void,0,0,0,0.0518,0.1937,0.30442,0.36453,120.527
T001066,alpha,binder_void,BN,0.0518,0.1937,0.30442,0.3031,1.1097,1.74287,1.72389,233.695
T001066,alpha,BN,binder_void,0.3031,1.1097,1.74287,0.3943,1.4528,2.29111,0.653201,253.092
T001066,alpha,binder_void,BN,0.3943,1.4528,2.29111,0.4001,1.4753,2.3264,0.04226,5.88328
T001066,alpha,BN,binder_void,0.4001,1.4753,2.3264,0.4689,1.7392,2.74058,0.495955,212.207
T001066,alpha,binder_void,BN,0.4689,1.7392,2.74058,0.5158,1.918,3.01965,0.334747,50.0535
T001066,alpha,BN,binder_void,0.5158,1.918,3.01965,0.5992,2.2524,3.5409,0.625013,262.476
T001066,alpha,binder_void,BN,0.5992,2.2524,3.5409,0.6184,2.3114,3.63045,0.108926,20.5861
T001066,alpha,BN,binder_void,0.6184,2.3114,3.63045,0.7959,2.8498,4.45183,0.998801,401.77
T001066,alpha,binder_void,ZnS,0.7959,2.8498,4.45183,0.813,2.8991,4.52693,0.0914663,9.88503
T001066,alpha,ZnS,ZnS,0.813,2.8991,4.52693,1.1338,3.8317,5.93193,1.91845,205.826
T001066,alpha,ZnS,ZnS,1.1338,3.8317,5.93193,1.1338,3.8317,5.93193,0,0
T001067,Li7,BN,binder_void,0,0,0,-0.025,0.196,0.13301,0.238227,154.022
T001067,Li7,binder_void,BN,-0.025,0.196,0.13301,-0.0477,0.3582,0.24748,0.199844,31.514
T001067,Li7,BN,binder_void,-0.0477,0.3582,0.24748,-0.1042,0.7535,0.52709,0.487819,270.959
T001067,Li7,binder_void,ZnS,-0.1042,0.7535,0.52709,-0.1317,0.992,0.70545,0.299146,41.6199
T001067,Li7,ZnS,ZnS,-0.1317,0.992,0.70545,-0.0968,2.151,1.45131,1.45382,333.913
T001067,Li7,ZnS,ZnS,-0.0968,2.151,1.45131,-0.0899,2.1686,1.46799,0.324095,7.97214
T001067,Li7,ZnS,ZnS,-0.0899,2.1686,1.46799,-0.0899,2.1686,1.46799,0,0
T001068,alpha,BN,binder_void,0,0,0,0.0564,-0.4425,-0.30027,0.537755,205.475
T001068,alpha,binder_void,BN,0.0564,-0.4425,-0.30027,0.1812,-1.2728,-0.86971,1.01465,158.573
T001068,alpha,BN,binder_void,0.1812,-1.2728,-0.86971,0.2874,-1.93112,-1.31418,0.801497,316.262
T001068,alpha,binder_void,BN,0.2874,-1.93112,-1.31418,0.3318,-2.24704,-1.51903,0.379161,72.7913
T001068,alpha,BN,binder_void,0.3318,-2.24704,-1.51903,0.3796,-2.59536,-1.74308,0.416996,180.651
T001068,alpha,binder_void,BN,0.3796,-2.59536,-1.74308,0.4166,-2.85282,-1.91051,0.309357,54.0467
T001068,alpha,BN,binder_void,0.4166,-2.85282,-1.91051,0.5121,-3.55932,-2.39065,0.860443,365.733
T001068,alpha,binder_void,BN,0.5121,-3.55932,-2.39065,0.6507,-4.69846,-3.18317,1.40848,99.8202
T001068,alpha,BN,BN,0.6507,-4.69846,-3.18317,0.7177,-4.83098,-3.26059,0.191843,2.07527
T001068,alpha,BN,binder_void,0.7177,-4.83098,-3.26059,0.8576,-4.83929,-3.28049,0.163599,2.57881
T001068,alpha,binder_void,BN,0.8576,-4.83929,-3.28049,0.8617,-4.8358,-3.28731,0.0087156,0.221516
T001068,alpha,BN,BN,0.8617,-4.8358,-3.28731,0.91,-4.7717,-3.3377,0.0998017,11.7719
T001068,alpha,BN,BN,0.91,-4.7717,-3.3377,0.91,-4.7717,-3.3377,0,0
T001069,Li7,BN,binder_void,0,0,0,-0.19349,-0.1052,-0.29395,0.367428,232.703
T001069,Li7,binder_void,BN,-0.19349,-0.1052,-0.29395,-0.27511,-0.1517,-0.42086,0.157899,25.2657
T001069,Li7,BN,binder_void,-0.27511,-0.1517,-0.42086,-0.78582,-0.4443,-1.22004,0.994779,435.268
T001069,Li7,binder_void,binder_void,-0.78582,-0.4443,-1.22004,-1.62668,-0.8673,-2.57243,1.6747,126.067
T001069,Li7,binder_void,BN,-1.62668,-0.8673,-2.57243,-1.67292,-0.8732,-2.75856,0.204339,10.1303
T001069,Li7,BN,binder_void,-1.67292,-0.8732,-2.75856,-1.67292,-0.8732,-2.75856,0,0
T001069,Li7,binder_void,binder_void,-1.67292,-0.8732,-2.75856,-1.73479,-0.8573,-2.8587,0.134936,4.79349
T001069,Li7,binder_void,BN,-1.73479,-0.8573,-2.8587,-1.73583,-0.8594,-2.86461,0.00647877,0.851875
T001069,Li7,BN,BN,-1.73583,-0.8594,-2.86461,-1.74671,-0.8655,-2.88484,0.0316472,2.52242
T001069,Li7,BN,binder_void,-1.74671,-0.8655,-2.88484,-1.74931,-0.8667,-2.88596,0.00352901,0.254367
T001069,Li7,binder_void,BN,-1.74931,-0.8667,-2.88596,-1.74931,-0.8667,-2.88596,0,0
T001069,Li7,BN,BN,-1.74931,-0.8667,-2.88596,-1.7382,-0.8691,-2.8897,0.0222023,1.96196
T001069,Li7,BN,BN,-1.7382,-0.8691,-2.8897,-1.74297,-0.8732,-2.87977,0.0211593,0.18141
T001069,Li7,BN,BN,-1.74297,-0.8732,-2.87977,-1.74297,-0.8732,-2.87977,0,0
T001070,alpha,BN,binder_void,0,0,0,0.17894,0.0973,0.27183,0.339677,135.543
T001070,alpha,binder_void,BN,0.17894,0.0973,0.27183,0.2773,0.1541,0.42192,0.188236,24.2834
T001070,alpha,BN,binder_void,0.2773,0.1541,0.42192,0.69256,0.3944,1.05746,0.796418,338.87
T001070,alpha,binder_void,BN,0.69256,0.3944,1.05746,0.99767,0.5693,1.51923,0.580472,100.503
T001070,alpha,BN,binder_void,0.99767,0.5693,1.51923,1.34641,0.7757,2.05623,0.672917,317.03
T001070,alpha,binder_void,BN,1.34641,0.7757,2.05623,1.40968,0.8107,2.16401,0.129791,24.6696
T001070,alpha,BN,binder_void,1.40968,0.8107,2.16401,1.83116,1.0456,2.88068,0.864719,294.503
T001070,alpha,binder_void,BN,1.83116,1.0456,2.88068,2.35029,1.3553,3.84152,1.13724,106.417
T001070,alpha,BN,binder_void,2.35029,1.3553,3.84152,2.41147,1.3825,3.94078,0.119911,32.7258
T001070,alpha,binder_void,BN,2.41147,1.3825,3.94078,2.67014,1.5112,4.37648,0.52505,40.5309
T001070,alpha,BN,BN,2.67014,1.5112,4.37648,2.92643,1.6259,4.79831,0.53964,54.9247
T001070,alpha,BN,BN,2.92643,1.6259,4.79831,2.92643,1.6259,4.79831,0,0
T001071,Li7,BN,binder_void,0,0,0,0.00506,-0.0716,0.1568,0.172475,114.248
T001071,Li7,binder_void,ZnS,0.00506,-0.0716,0.1568,0.02499,-0.3318,0.70751,0.609545,94.4796
T001071,Li7,ZnS,ZnS,0.02499,-0.3318,0.70751,0.18194,-1.1339,2.02332,1.56329,542.997
T001071,Li7,ZnS,ZnS,0.18194,-1.1339,2.02332,-0.07964,-1.6351,2.30437,1.07404,88.2755
T001071,Li7,ZnS,ZnS,-0.07964,-1.6351,2.30437,-0.07964,-1.6351,2.30437,0,0
T001072,alpha,BN,binder_void,0,0,0,-0.02118,0.3004,-0.65779,0.72353,279.29
T001072,alpha,binder_void,BN,-0.02118,0.3004,-0.65779,-0.02751,0.3655,-0.79634,0.153187,26.2642
T001072,alpha,BN,binder_void,-0.02751,0.3655,-0.79634,-0.06315,0.7528,-1.6269,0.917326,414.559
T001072,alpha,binder_void,BN,-0.06315,0.7528,-1.6269,-0.11181,1.1909,-2.55963,1.03182,186.24
T001072,alpha,BN,binder_void,-0.11181,1.1909,-2.55963,-0.13096,1.3661,-2.93401,0.413921,188.669
T001072,alpha,binder_void,BN,-0.13096,1.3661,-2.93401,-0.1474,1.4903,-3.18924,0.284391,44.4973
T001072,alpha,BN,BN,-0.1474,1.4903,-3.18924,-0.20662,1.8878,-4.02014,0.925275,330.481
T001072,alpha,BN,BN,-0.20662,1.8878,-4.02014,-0.20662,1.8878,-4.02014,0,0
T001073,Li7,BN,binder_void,0,0,0,0.12793,-0.01971,-0.15788,0.204188,139.352
T001073,Li7,binder_void,BN,0.12793,-0.01971,-0.15788,0.45087,-0.06702,-0.559048,0.517244,91.0484
T001073,Li7,BN,binder_void,0.45087,-0.06702,-0.559048,0.73295,-0.10753,-0.899727,0.444359,282.544
T001073,Li7,binder_void,BN,0.73295,-0.10753,-0.899727,0.74514,-0.10995,-0.915089,0.019758,3.51223
T001073,Li7,BN,binder_void,0.74514,-0.10995,-0.915089,0.93346,-0.14825,-1.152946,0.306013,154.447
T001073,Li7,binder_void,BN,0.93346,-0.14825,-1.152946,0.9813,-0.15749,-1.2121933,0.0767147,10.5433
T001073,Li7,BN,binder_void,0.9813,-0.15749,-1.2121933,1.45269,-0.24045,-1.807747,0.767658,218.706
T001073,Li7,binder_void,BN,1.45269,-0.24045,-1.807747,1.55153,-0.28646,-1.952386,0.181534,15.356
T001073,Li7,BN,BN,1.55153,-0.28646,-1.952386,1.89253,-0.4159,-2.43835,0.634269,97.491
T001073,Li7,BN,BN,1.89253,-0.4159,-2.43835,1.89253,-0.4159,-2.43835,0,0
T001074,alpha,BN,binder_void,0,0,0,-0.42618,0.06569,0.52598,0.680188,216.855
T001074,alpha,binder_void,BN,-0.42618,0.06569,0.52598,-0.61226,0.09535,0.75843,0.299234,42.2317
T001074,alpha,BN,binder_void,-0.61226,0.09535,0.75843,-0.86936,0.13574,1.08119,0.414634,150.045
T001074,alpha,binder_void,BN,-0.86936,0.13574,1.08119,-1.87554,0.29023,2.32222,1.60527,238.365
T001074,alpha,BN,binder_void,-1.87554,0.29023,2.32222,-2.06885,0.32196,2.55607,0.305082,127.275
T001074,alpha,binder_void,BN,-2.06885,0.32196,2.55607,-2.19877,0.34333,2.71,0.202564,34.6699
T001074,alpha,BN,binder_void,-2.19877,0.34333,2.71,-2.71468,0.43305,3.32785,0.810112,354.282
T001074,alpha,binder_void,BN,-2.71468,0.43305,3.32785,-2.73589,0.43649,3.35454,0.0342702,7.75115
T001074,alpha,BN,binder_void,-2.73589,0.43649,3.35454,-3.29857,0.52664,4.06304,0.909897,373.039
T001074,alpha,binder_void,BN,-3.29857,0.52664,4.06304,-3.4358,0.56092,4.27261,0.252923,37.459
T001074,alpha,BN,binder_void,-3.4358,0.56092,4.27261,-3.71932,0.61856,4.66494,0.489076,125.315
T001074,alpha,binder_void,ZnS,-3.71932,0.61856,4.66494,-4.08933,0.72078,5.16671,0.638329,16.7204
T001074,alpha,ZnS,ZnS,-4.08933,0.72078,5.16671,-4.18254,0.8553,5.36928,0.273415,34.0671
T001074,alpha,ZnS,ZnS,-4.18254,0.8553,5.36928,-4.30228,1.06043,5.3885,0.295179,16.1947
T001074,alpha,ZnS,ZnS,-4.30228,1.06043,5.3885,-4.30451,1.06779,5.39126,0.229387,1.73075
T001074,alpha,ZnS,ZnS,-4.30451,1.06779,5.39126,-4.30451,1.06779,5.39126,0,0
T001075,Li7,BN,binder_void,0,0,0,0.1571,0.17617,-0.02895,0.237856,153.106
T001075,Li7,binder_void,BN,0.1571,0.17617,-0.02895,0.94097,0.82607,-0.560355,1.14918,177.74
T001075,Li7,BN,binder_void,0.94097,0.82607,-0.560355,1.50953,1.29849,-0.931056,0.828817,346.879
T001075,Li7,binder_void,BN,1.50953,1.29849,-0.931056,1.86631,1.63118,-1.1528491,0.537784,43.7691
T001075,Li7,BN,binder_void,1.86631,1.63118,-1.1528491,2.01594,1.74028,-1.2369108,0.204811,53.2267
T001075,Li7,binder_void,BN,2.01594,1.74028,-1.2369108,2.5748,2.14947,-1.47355,0.7546,46.4428
T001075,Li7,BN,BN,2.5748,2.14947,-1.47355,2.609469,2.21852,-1.533699,0.102815,15.1804
T001075,Li7,BN,BN,2.609469,2.21852,-1.533699,2.670798,2.19118,-1.552858,0.0931187,3.65626
T001075,Li7,BN,BN,2.670798,2.19118,-1.552858,2.670798,2.19118,-1.552858,0,0
T001076,alpha,BN,binder_void,0,0,0,-0.38575,-0.43256,0.07109,0.583965,225.389
T001076,alpha,binder_void,BN,-0.38575,-0.43256,0.07109,-0.662,-0.73426,0.12955,0.413247,63.2688
T001076,alpha,BN,binder_void,-0.662,-0.73426,0.12955,-0.70404,-0.78048,0.13862,0.0631319,23.0743
T001076,alpha,binder_void,BN,-0.70404,-0.78048,0.13862,-0.90528,-1.00353,0.18205,0.303538,46.4574
T001076,alpha,BN,binder_void,-0.90528,-1.00353,0.18205,-1.5479,-1.72384,0.29797,0.97247,419.081
T001076,alpha,binder_void,BN,-1.5479,-1.72384,0.29797,-1.66498,-1.85841,0.32331,0.180169,32.8947
T001076,alpha,BN,binder_void,-1.66498,-1.85841,0.32331,-2.04969,-2.28732,0.40026,0.581493,260.634
T001076,alpha,binder_void,BN,-2.04969,-2.28732,0.40026,-2.59366,-2.90795,0.49719,0.831328,115.494
T001076,alpha,BN,BN,-2.59366,-2.90795,0.49719,-3.13987,-3.52669,0.58431,0.832433,284.872
T001076,alpha,BN,BN,-3.13987,-3.52669,0.58431,-3.13987,-3.52669,0.58431,0,0
T001077,Li7,BN,binder_void,0,0,0,0.13268,-0.0021,0.083149,0.156611,102.897
T001077,Li7,binder_void,BN,0.13268,-0.0021,0.083149,0.28723,-0.0034,0.176827,0.180741,34.1149
T001077,Li7,BN,binder_void,0.28723,-0.0034,0.176827,0.97231,-0.0061,0.5837691,0.79774,407.357
T001077,Li7,binder_void,ZnS,0.97231,-0.0061,0.5837691,1.03415,-0.003,0.625866,0.0748825,6.79916
T001077,Li7,ZnS,ZnS,1.03415,-0.003,0.625866,1.95957,-0.2111,1.616519,1.42189,298.794
T001077,Li7,ZnS,ZnS,1.95957,-0.2111,1.616519,1.95957,-0.2111,1.616519,0,0
T001078,alpha,BN,binder_void,0,0,0,-0.13852,0.0022,-0.086813,0.163493,62.1474
T001078,alpha,binder_void,BN,-0.13852,0.0022,-0.086813,-0.5658,0.0104,-0.356388,0.505295,72.4736
T001078,alpha,BN,binder_void,-0.5658,0.0104,-0.356388,-1.30122,0.0288,-0.824741,0.872211,347.12
T001078,alpha,binder_void,BN,-1.30122,0.0288,-0.824741,-1.47862,0.0332,-0.939101,0.211121,34.6259
T001078,alpha,BN,binder_void,-1.47862,0.0332,-0.939101,-1.90726,0.0467,-1.214841,0.509929,219.637
T001078,alpha,binder_void,BN,-1.90726,0.0467,-1.214841,-2.06914,0.0524,-1.325081,0.195942,33.3345
T001078,alpha,BN,binder_void,-2.06914,0.0524,-1.325081,-2.54433,0.069,-1.651271,0.576802,264.419
T001078,alpha,binder_void,BN,-2.54433,0.069,-1.651271,-2.69649,0.0714,-1.754941,0.184146,30.2735
T001078,alpha,BN,binder_void,-2.69649,0.0714,-1.754941,-3.43232,0.103,-2.278091,0.904859,362.995
T001078,alpha,binder_void,BN,-3.43232,0.103,-2.278091,-3.63037,0.0773,-2.458641,0.271872,21.7037
T001078,alpha,BN,BN,-3.63037,0.0773,-2.458641,-3.86227,0.1728,-2.599341,0.310295,11.3971
T001078,alpha,BN,BN,-3.86227,0.1728,-2.599341,-3.90442,0.2542,-2.500051,0.219601,9.87311
T001078,alpha,BN,BN,-3.90442,0.2542,-2.500051,-3.90442,0.2542,-2.500051,0,0
T001079,Li7,BN,binder_void,0,0,0,-0.01157,-0.0034,-0.065093,0.0662042,40.3239
T001079,Li7,binder_void,BN,-0.01157,-0.0034,-0.065093,-0.02609,-0.0076,-0.145592,0.0819053,13.795
T001079,Li7,BN,binder_void,-0.02609,-0.0076,-0.145592,-0.18442,-0.0557,-1.039151,0.909738,479.616
T001079,Li7,binder_void,BN,-0.18442,-0.0557,-1.039151,-0.23776,-0.0392,-1.794011,0.758083,87.5326
T001079,Li7,BN,binder_void,-0.23776,-0.0392,-1.794011,-0.25772,-0.0464,-2.103721,0.311521,110.536
T001079,Li7,binder_void,BN,-0.25772,-0.0464,-2.103721,-0.26771,-0.061,-2.343521,0.241242,19.7163
T001079,Li7,BN,BN,-0.26771,-0.061,-2.343521,-0.34417,-0.1094,-3.037611,0.758626,88.4793
T001079,Li7,BN,BN,-0.34417,-0.1094,-3.037611,-0.34417,-0.1094,-3.037611,0,0
T001080,alpha,BN,binder_void,0,0,0,0.06758,0.0199,0.380246,0.386737,131.465
T001080,alpha,binder_void,BN,0.06758,0.0199,0.380246,0.19195,0.0535,1.04665,0.678768,99.044
T001080,alpha,BN,binder_void,0.19195,0.0535,1.04665,0.34047,0.094,1.870109,0.837865,330.853
T001080,alpha,binder_void,ZnS,0.34047,0.094,1.870109,0.44375,0.122,2.470569,0.609957,103.577
T001080,alpha,ZnS,ZnS,0.44375,0.122,2.470569,0.83508,0.2309,4.667249,2.25043,805.061
T001080,alpha,ZnS,ZnS,0.83508,0.2309,4.667249,0.83508,0.2309,4.667249,0,0
T001081,Li7,BN,binder_void,0,0,0,-0.10269,0.19233,-0.02726,0.219774,140.68
T001081,Li7,binder_void,BN,-0.10269,0.19233,-0.02726,-0.16254,0.30716,-0.04364,0.130531,20.3414
T001081,Li7,BN,binder_void,-0.16254,0.30716,-0.04364,-0.36647,0.70939,-0.10107,0.454888,267.115
T001081,Li7,binder_void,BN,-0.36647,0.70939,-0.10107,-0.51205,0.986235,-0.14363,0.315783,44.2243
T001081,Li7,BN,BN,-0.51205,0.986235,-0.14363,-0.83936,1.7363805,-0.22714,0.826203,367.639
T001081,Li7,BN,BN,-0.83936,1.7363805,-0.22714,-0.83936,1.7363805,-0.22714,0,0
T001082,alpha,BN,binder_void,0,0,0,0.25828,-0.48372,0.06858,0.552662,209.504
T001082,alpha,binder_void,BN,0.25828,-0.48372,0.06858,0.381,-0.71811,0.1043,0.266977,38.9768
T001082,alpha,BN,binder_void,0.381,-0.71811,0.1043,0.63911,-1.21225,0.17907,0.562542,242.293
T001082,alpha,binder_void,BN,0.63911,-1.21225,0.17907,0.94204,-1.80353,0.26837,0.670389,111.555
T001082,alpha,BN,binder_void,0.94204,-1.80353,0.26837,1.33526,-2.56912,0.37739,0.867835,375.11
T001082,alpha,binder_void,ZnS,1.33526,-2.56912,0.37739,1.7257,-3.35864,0.50244,0.88991,140.33
T001082,alpha,ZnS,ZnS,1.7257,-3.35864,0.50244,2.68489,-5.42556,0.86292,2.4344,352.233
T001082,alpha,ZnS,ZnS,2.68489,-5.42556,0.86292,2.68489,-5.42556,0.86292,0,0
T001083,Li7,BN,binder_void,0,0,0,-0.46374,-0.47097,-0.40069,0.773533,477.124
T001083,Li7,binder_void,BN,-0.46374,-0.47097,-0.40069,-0.51163,-0.5197,-0.44029,0.0789807,9.37027
T001083,Li7,BN,binder_void,-0.51163,-0.5197,-0.44029,-0.83226,-0.84843,-0.70496,0.531378,221.761
T001083,Li7,binder_void,BN,-0.83226,-0.84843,-0.70496,-0.92365,-0.94115,-0.78502,0.15305,13.1123
T001083,Li7,BN,binder_void,-0.92365,-0.94115,-0.78502,-1.38853,-1.35421,-1.09669,0.720051,98.5115
T001083,Li7,binder_void,ZnS,-1.38853,-1.35421,-1.09669,-1.46435,-1.46001,-1.15451,0.149361,8.30872
T001083,Li7,ZnS,ZnS,-1.46435,-1.46001,-1.15451,-1.49877,-1.47918,-1.16246,0.0836002,8.36456
T001083,Li7,ZnS,ZnS,-1.49877,-1.47918,-1.16246,-1.51809,-1.49573,-1.15214,0.0790078,4.03607
T001083,Li7,ZnS,ZnS,-1.51809,-1.49573,-1.15214,-1.51809,-1.49573,-1.15214,0,0
T001084,alpha,BN,binder_void,0,0,0,0.09426,0.09572,0.08145,0.157104,48.6531
